IYg5Nquy0Zc	4:40	146000	قبل ما تعملي كحك العيد…لازم تعرفي الأسرار دي🤫علشان يطلع ناعم ودايب زي بتاع زمان😋 #فاطمة_ابو_حاتي 
l5NzNmETD84	3:53	87000	كحك العيد الدايب وكل اسرار اللون الذهبي 👌وصفه سهله وسريعة ومضمونه 💯 #فاطمه_ابو_حاتي
Qf5cgqIBvQc	8:18	59000	ضيعت سنين باكل غريبة 'عادية' لحد ما جربت الاختراع ده! غريبة البستاشيو💚ناعمة، دايبة، ومظبوطة بالمللي
noHoMSZMoUg	5:40	116000	اسرار بسكوت العيد بالبرتقال والنشادر 🍊وانسي انه يسيح ويفرش منك👌معمول بالكيس و الماكينة هش ومقرمش👏 
nbz6MeN8MT4	3:49	43000	مين قال الرقاق بس صينية؟ 😉جربه كريب سريع وطعمه خطير… أو اعمله صينية رقاق تقليدية بطريقة مختلفة! 🔥🥞
ULsSoOj-3r0	9:01	176000	The secret behind the diabetifour that everyone is asking about.
LWAAMBGQmKw	3:27	31000	البسبوسة خلاص مش هتخذلك تاني.. (كريمبوسة) وصلت!  بسبوسة دايبة وكريمة غنية اختراع هيشرفك في أي عزومة 
ir29Riy-uW0	4:15	15000	عرفت سر الفخدة الضاني اللي بتدوب في البق 🍖😋و جبتلكم الخلاصة بأسرار أبو حاتي✨
yDpr_L0EUuk	3:39	45000	قرمشه رهيبه ومن غير بيض 🥚😳 بلح الشام بناءً علي طلب الجماهير😋 #فاطمه_ابوحاتي
WhsdjnrGSYc	7:01	23000	انسي الفشل في المشويات بعد النهارده🤷‍♀️..هاتعملي كباب جوسي وسفرة هاياكلوا صوابعهم وراها 😉 والسر عندي
77OCjl8Jvfw	4:29	27000	كفتة المفاجآت 👌مش كل كفتة فراخ زي التانية 😉من بره عادية… من جوه مفاجأة هتخلي الكل يسأل علي السر👀🔥
2ia_zZxcOq8	7:04	133000	 وفرنا في السعر وكسبنا في الطعم👌حمام كداب بطعم العزومات تعالي اقولك علي كل الاسرار 😍
Rvm3ckNPbJ0	6:16	35000	بمكون سري اللون الفاتح للفول لغاية اخر معلقة ..ودقة الفول و٤توضيبات  عشان ماتحتاريش في السحور👌♥️
GEHJu0ng2fQ	3:56	29000	إنسي وقفة المطبخ في الصيام النهاردة هنعمل خلطة اللحمة المعصجة تطلعيها من الفريزر على الصينية فوراً 🥩
V-JgPYmHwx8	4:35	54000	طعم يقرمش من أول قطمة 🤤والمفاجأة؟ مش محتاجة عجينة جاهزة!اكتبيلي الحشوة اللي تحبيها 👇
sRf2oYy5Zzc	8:01	143000	اسرار اول مره تعرفيها عن المحشي 🤤 اللي هايعمل قلبان علي سفرتك 🌙😋 #فاطمة_ابو_حاتي  #اكسبلور  #food   
okRbUTeU_VM	8:00	233000	إزاي تطلعي البط دايب ؟🙈 وسر الشعرية بالخلطة لعزومة رمضان♥️بط بالبرتقال 🦆 
rdZCxlUJOW8	3:10	178000	من غير تفكير كتير ❌اكله في ١٠ دقايق بس👌 وصفه منقذه ومنجزه😉دبابيس فراخ وهميه والسر في صوص السعادة 👌👏👏
W3WeQ3N8R5c	4:06	148000	كفتة الفراخ دي إدمان جديد🤤🔥طعم يجنّن وتوفير على حق جربيها وادعيلي
iJd1t4bEYuw	3:21	28000	الأكلة دي حرفيا خدعة سينمائية من بره فراخ وبشاميل سايح ومن جوه طعم وقيمة غذائية مكنتش متوقعه حلاوتها
gOleQm_1oe4	5:00	80000	حواوشي بالعجين: فرن ولا طاسة؟ تفتكروا مين اللي كسب؟ 🥩 🏆#فاطمة_ابو_حاتي 
pQsSKOCjxW4	3:08	57000	كفتة الحاتي زي المحلات👌طراوة من جوّه، لمعه من برّه، وطعم يخلي الكل يسأل عن السر 😋
6tIrEJF_cJ4	7:31	61000	رمضان السنادي أسهل بكتير! 🍗✨تفريزات رمضان بدأت والجدع اللي يلحق يجهز!قولولي محتاجين نفرز ايه تاني ؟!
GXruWNI5ZL8	3:23	33000	جاتوه اقتصادي فخم✨بحشو كريمة وصوص شيكولاته خطير هتبطلي تشتريه من بره بعد الفيديو ده😍#فاطمة_ابو_حاتي 
muqTy4lr998	4:37	22000	غدا بيتى فاخر على أصوله 👌 سبانخ باللسان عصفور ورز بالشعريه
Pg7T-WV4tn8	8:02	26000	صدور رومي طرية مع رز بالزعفران 🌾 وصفة فاخرة بطعم ولا أروع #فاطمة_ابو_حاتي
mnEHopT1RAc	4:18	43000	طبقات مقرمشة، شربات مظبوط، وحشوة خطيرة بطعم مايتنسيش 😍لما الحلو يجمع العيلة… يبقى أكيد بقلاوة 🤍
CSuQS_lDzfA	4:27	24000	اكلات الشتا وصلت✌️ومش كل طشة تبقى ملوخية.. أكله منسية وكلها فوايد وطشتها تجيب اخر الشارع 🤔( الخبيزه)
v0JUEr3m9QQ	5:10	31000	ملك السفرة وصل بكل تفاصيله و اسرارة👌دجاج مسحب بتتبيله خطيره مع رز بالخلطة على أصوله😋
TfnRvy85gYE	5:18	112000	من النهارده هتأكلي ولادك شيبسي وانتي مطمنه👌شيبسي مقرمش من غير مكسبات طعم و بنكهات طبيعية وطعم يجنن 🤍
TGRJxxvAmvo	3:04	74000	كفتة ميكس خطيره🔥طراوة و طعم💯💯 ومعاها سلطة وطحينة تحلي اي أكله قولي بقى…تحبيها في ساندوتش ولا ساده ؟
4firLHmBQBw	3:01	37000	أسعد لحظة لما تدخلي على ولادك بكيك غرقان في صوص شوكولاتة، هش و كريمي 🍫وصفة سهلة وناجحة من أول مرة
02EbmBLwOLY	8:10	30000	أنجح و أسهل طريقه لعمل عجينه الشو هتعملي بيها اشيك قطعه أكلير و بروفيترول حكااايه
Qv-O2GXeVHc	4:27	16000	وصفه جديده هيحبها الكل👌 كرسبي تشيكن رولز مقرمش مع صوص خطير 
pOYxhRpYCAo	3:35	34000	 فراخ محمره علي اصولها وكل اسرار الطعم واللون الدهبي👌🔥و متبله و معاها تصبيره هترجعنا لأحلي ذكريات
FzUKukicAME	3:27	71000	كفتة رز على أصولها👌🏻أول ما تطلع من النار تختفي فورا😂 خطوة بخطوة هتتعلميها وتفرزيها لرمضان 
b7DOf0uGQuY	3:33	35000	الشتا مايحلاش غير بطاجن يشهي طاجن لحمة يدوّب، ومعاه رز معمر على أصوله👌🔥ريحة وطعم يدفوك من أول لقمة!
izUKxoLoanY	8:03	36000	أطعم و ألذ فطاير بالقهوة تغيّر مودك… باباروتي بالقهوة مع شاي كرك، ريحتهم بس كفيلة تسعدك👌🏻
GwrRlvBiXJY	4:02	96000	ولو دايمًا بتخافي تعمّلي الكبيبة… الطريقة دي هتعتمديها من أول مرة! ٦٥ قطعه من نص كيلو مفروم بس
CUl8XSRKuwg	4:15	21000	جربتى تحطى الشرقى على الغربي فى اكله واحدة 😉 .. ٣ طبقات من السعادة في طبق واحد🤩 جربيها وهتعشقيها 
2OIj6ZRl_JQ	3:09	31000	ودعي العجن و تعالي نعمل خبز الملعقه الصحي👌🏻عيش بني صحي وسهل من غير عجان ولا تعب والنتيجه هتبهرك 
OeQLgpXcYgk	8:20	59000	فراخ شواية سوري وسر طراوتها بس من غير شوايه.. معاها شوية توميه حارة ورز مبهر مفيش بعد كده حكااااااية
bHL8TsyWAu0	5:10	19000	العملاق وصل صينيه بحريات اخر عظمة من ام شئ وشويات حكااااااية #فاطمة_ابو_حاتي
xajZMv9UZ-I	5:19	212000	الطعم التركي الأصلي وصل 🥙 دونر كباب في البيت بكل سهوله 👌أسرع و أطعم ساندوتش هيعجب كل العيله 😋🔥
3L97WoPE1V0	4:13	67000	الحل السحري لكلمه "ماما جعانين" ٣ وصفات سهله و سريعه هينقذوكي من اي جوع مفاجئ و مش هتبطلي تعمليهم
Gs9QeyLXRwc	3:12	61000	تركايه حكااااااية .. كيك الميه الهش مع صوص الشكولاته الترند دايب دوووب #فاطمة_ابو_حاتي
eruQZsWaq4U	5:13	67000	الله على ريحه الخبيز فى البيت وسط دفا العيلة ولمه الحبايب..فطير شرقي حلو وحادق مش هتجبيه تانى من بره
C0uuW_WO8Hw	3:22	67000	اكلات اقتصادية ومضمونه 💯 💯 كفته بانيه هتوفر معاكى كتير وتنور سفرتك فى عزومات رمضان #فاطمة_ابو_حاتي
N1q2Kg8in5w	5:01	133000	وصفة فى حته تانيه خالص ... مبتطلعش غير فى العزومات والحبايب اللى جوه القلب ♥️كوردن بلو حكااااااية 👌
NcdZ0d4MdFw	5:03	134000	سمك مشوي بخلطة مميزة تشهي من الريحة قبل الطعم😉ومعاه تتبيله كنز هتحلي كل اكلاتك  👌
I4lLpZEtaJk	5:08	55000	عيش يطمن القلب ويصحّي الذكريات❤️الشوريك كل لقمة منه فيها حكاية من زمان شاركوني، في بلدكم بتسموه إيه؟
gcNedA7qZQ4	8:35	148000	مفيش اطعم ولا احلى من الطبق ده ينور سفرتك فى اى عزومه ..كفته محشيه وارز خطير👌 احفظى الفيديو لرمضان
9GXWPhM_5J8	3:02	96000	الكيكه دي مش عاديه أبداً 😍كيك السينابون الهش بصوص كريمي بيخطف القلب قبل العين 💛 #فاطمة_ابو_حاتي 
uP2a1oGWTfU	5:57	79000	هو ده المكون الوحيد اللى عمرة ما خذلنى فى اى اختراع جربت اعمله .. ٤ وصفات بطاطس خطيرة👌 
Qnx3cmmHRWw	4:36	34000	حيرانه وجعانه ومش عارفة تعملى ايه .. جايبالك كام وصفة تصبيرة فى دقيقه حلو وحادق كمان👌#فاطمة_ابو_حاتي
I5M8311Mwnc	3:56	37000	انسى هم المواعين وتعالى نعمل الغداء فى "كيس" ايوه كده زى ما بقولك #فاطمة_ابو_حاتي
z4hCDjeosvQ	5:52	130000	ماربل كيك خطيييرة وسهلة…( كيك التايجر)مش بس هتفتح النفس، دي كمان هتخلي ولادك يدخلوا المطبخ يساعدوكي👌
oBkcqs45zDc	5:01	78000	أفكار لانش بوكس part 6 .. ابسطى أولادك وغيري الشكل التقليدى لسندوتشات المدرسه #فاطمة_ابو_حاتي 
1cSTBK01BBw	9:03	62000	أحلى حاجة لما ندخل المطبخ مع أولادنا ونعلمهم بحب ! النهارده عملنا مكرونة بالستيك والبصل وصوص خطيرة
2QIipq8oyqo	6:04	82000	اوعى تكونى لسه بتشتريها من بره .. سرفيس العزومات "فراخ روستو" مع ارز العزومات حكاية👌 #فاطمة_ابو_حاتي
VbwIwl5ql-Y	3:54	96000	أكله كلنا بنعشقها بس دايما بننسى نعملها "كانيلوني " حكااااااية 👌#فاطمة_ابو_حاتي
MrzhP4yUBlY	3:47	145000	أفكار لانش بوكس part 3 .. اعمليه بكميه وانسى هم الصحيان بدرى كل يوم فى المدرسه .. ناجتس هش ومقرمش 
9RCK646PGF8	3:20	53000	سموها زى ماتسموها بس مش هتلاقوا طريقة للمكرونه اطعم من ديه حكااااااية 👌 #فاطمة_ابو_حاتي
aga3dKLfCVk	3:34	108000	أفكار لانش بوكس part 2 .. انسى انك تشتريه تانى هنعمل لانشون فراخ مدخن حكااااااية 👌
ppiqO9UAFAg	6:14	134000	منيو غداء كامل مفيهوش ولا غلطه فراخ مشوية بخلطتى السرية و مكرونه بصوص خطيير🍝مع سلطة الحاتي المنعشة 🥗
o4_G_YnbrHg	3:05	30000	الوصفة دي مش هتحتاج مصاريف زيادة ولا مكونات غريبة جربيها وهتقوليلي إنها أحلى وأبسط تشيز كيك عملتيها
5FSl1n38jzA	3:01	52000	أفكار لانش بوكس part 1 .. بسكويت حادق صحى ولذيذ بالدقيق الأسمر 
Sxe1P-6wrTs	6:14	301000	ممنوع لاصحاب القلوب الضعيفه.. لكل عشاق الفلفل الحار 🌶🌶 ٥ وصفات هتغير طعم اكلك من حلو لرهيب 👌
SyBKGxKxiR0	4:53	116000	اوعى يفوتك الفيديو ده .. موسوعة الملوخية بكل أسرارها وتفريزها وطشتها 👌👌 #فاطمة_ابو_حاتي 
pgEV5ZvS1t0	4:48	41000	وصفة العشق كله .. وسر العجينه السحرية لبوريك الأفران #فاطمة_ابو_حاتي
3IvnniwxQRA	3:03	29000	كفته حرشة مع تحبيشة حكااااااية.. وتكفى من الحبايب الف
53DLl3F7q10	8:04	17000	لكل عشاق السى فوود .. سمك مدخن مفيش زيه اتنين مع طاجن مفاجأة  #فاطمة_ابو_حاتي
x1bo9bgkCLg	8:02	43000	أسطورة الدوناتس العظيمة والسر ورا طراوتها و٣ حشوات ولا احلى
8LHjTetgJQs	8:40	137000	السعادة أنواع ومفيش احلى من شوية فطاير يملوا البيت بهجه وسط لمه الحبايب #فاطمة_ابو_حاتي
9xpLOazUXYU	3:01	50000	الموزة دي مش أكلة.. دي حالة مزاج! 😍🍖دوبان اللحمة الطاجن يخلي العزومة تحكي عن نفسها 👌❤️
DGjpXa8EiNI	3:37	71000	لو الحلاوة ليها درجات… فالحلو ده على القمة! 🧡 #فاطمة_ابو_حاتي
EZCO9_xoih0	8:06	135000	عجينة سحرية من كيلو دقيق بس! اعملي بيها أحلى ميني ساندوتشات بـ 3 حشوات مختلفة 🤩🥪
vfOreTR_9u8	5:07	57000	الترند وصل " كبسه إلهام" .. يالا نعملها مع بعض واقولكم رأى فيها #فاطمة_ابو_حاتي
fEGfYAJiWP4	8:09	114000	معشوقة الجماهير بحشوتين ميختلفش عليهم اتنين .. والقرمشة فوق الخيال
3W2lB0KTOqY	8:02	77000	بناء على طلب الجماهير سندوتشين من أحب السندوتشات طوول الصيف "برجر وكوردون بلو"
dJxTf3uAGQU	3:07	47000	أحلى لحظات السعادة بتبتدي  مع كيكة الشوكولاتة الهشة، متغطية بأحلي صوص شوكولاتة! 🍫✨
kC2GfCHP40k	3:57	82000	سوسيس فراخ مدخن بيتي بطعم خطير🌭... أحلى من الجاهز 100 مرة و مضمون💯💯
_B_7y7PnKxU	3:25	78000	لو الصيف له طعم…فهو الطعم اللي في الطبق ده بالظبط🥭
QeNPdzi4Y08	3:12	31000	أول صوت في الفيديو كفيل يخليكِ تجوعي وانتي لسه واكلة لو ناوية تعملي دايت… متشوفيش الفيديو ده أصلاً 😅
qkTLQ9c0J50	5:07	29000	الصيف يعنى سندوتشات بلون ذهبى والحشو عليكى 👌😉
IKGEaprIXdI	3:19	41000	اكتر أربع مشروبات بنطلبها من الكافيهات بكل أسرارها وتكاتها
ANOQRuDTwCA	3:25	77000	أحلى مكرونة وايت صوص بالجمبري والطعم حكااااااية #فاطمة_ابوحاتي
GsyCfqhXiYo	5:14	35000	فطاير البيدا التركي ... عجينه هشه و أطراف غرقانه جبنه طعم هتدمنيه👌
M2Pm4id_SKc	3:55	45000	بغاشة الباشا حاجه كده هشه هشاشة إنما ايه بتدوب دوبان
lpUH5947ANM	3:12	50000	فرحيهم بآيس كريم بالبسكوت زي الجاهز أحلى و أوفر بكتير😋
NOtf5qFNqjU	3:13	52000	هاتي منديل الضاني و تعالي نعمل كباب رول بشكل جديد و بحشوه خطيرة 😋
8dNTewuvxBc	4:49	31000	مفيش فتة من غير لحمة مظبوطة ! شوفي إزاي تختاري القطعيات الصح واعملي أطعم فته علي اصولها
1ApQj1hBC-o	5:58	49000	اوعى تنسى تعمليه "رقاق العيد" مقرمش من بره وطرى ولذيذ من جوه
PbyoqcbV_5Q	3:09	34000	مش هتشتريها تاني ! جاتوه بلاك فورست بطريقه سهله و طعم هيبهرك👌
4PEXQHCmHFE	6:45	635000	هانمسح ماضيه باستيكة😂 ومش هتخافي تعمليه تاني😉انجح و اسهل طريقه للممبار من اول تنظيفه لحد ما تقدميه 😍
T3gRobILxrA	6:11	23000	رحلتي من أم إلي صانعه محتوي طبخ مؤثر و فعال علي اليوتيوب #ad #youtube
agZhAxrNsWQ	3:44	142000	ورق عنب يفتح النفس😋شوفي الطريقة اللي هتخليه يطلع مظبوط من أول مرة
T7o2IjchMNU	3:17	32000	غدا في السريع و كله في حله واحده👌كفته خطيره مع رز حكاايه
SSbVc2rotnE	6:37	83000	شوية كفتة مشطشطة مع بطاطس مخبوزة خطيرة وشوية عيش ملهمش حل
dVPfEnLCNEo	3:30	153000	أسرار تتبيلة الفراخ المشويه و تسويتها المظبوطه زي المطاعم👌
UN4KAuh4_ig	5:22	112000	وجبات السعاده بسر الخلطه✌ تشيكن ستربس مقرمشة مع رز الريزو بالصوص الأصلي
l6dvWrEVPIs	4:50	317000	طريقتي المعتمدة في عمل كيكه الشاي الأصليه الهشه المظبوطه💯💯
kLb2EKWCPog	3:29	210000	بكوبايه دقيق هتعملي احب ساندوتش للجميع👌🏻عيش التورتيلا بمقادير مظبوطه و طعم توحفه جدا
mY0lYWTTu-w	4:02	108000	أنجح سويسرول ممكن تعمليه ومقادير مظبوط 💯👌
WIlWL0mTkQM	7:48	278000	عجينه متعدده الاستخدام هشه و مورقه هتعملي بيها باتيه و كرواسون و فطائر و بنتيجه مضمونه💯💯
mhvN3MNifuc	3:22	59000	لو بتخافى الكفته تفك منك ... تعالى نعمل صينية الكفته بخلطة رهيبة جدا
LWMA7qwhqKc	3:11	79000	بطعم و بتتبيله زمان هنعمل الأكله الرسمية المحببة لكل بيت المصري #فاطمة_ابو_حاتي
KTnkOyrQfdk	4:32	141000	اجمل بسكوته محببه للجميع"بيتيفور الدايب"هتعمليه بمنتهي السهولة و النتيجه مضمونه💯💯
eAFig7zlkZI	3:47	29000	اختراع ابو حاتي لعزومات رمضان🌙فته الحواوشي ميكس جديد هينور سفرتك
pnhNnokqjI4	3:13	88000	جبتلكم كل أسرار الغريبه الناعمه اللي هتخليكي تعمليها بمنتهي السهوله و النتيجه مضمونه💯💯
iYnh6u3gdCQ	4:17	129000	كحك السنه ديه غير اى سنه .. طعم وريحه جنان وبيدوب دوبان حكااااااية 👌
vZnQLG6a0XM	4:00	29000	وصفه مميزة للعزومات👏فخده ضانى بتتبيله خطيره و معاها رز مبهر بالمكسرات
QK452dMFg9M	3:03	45000	انسى اى كفته تانيه بتعمليها وتعالى شوفى كفته الفراخ في ثوبها الجديد✌️
ecN_HSdPpRQ	3:04	27000	مضغوط اللحم مع رز مبهر و مفلفل هينقل سفرتك في حته تانيه خالص✌
